problem_id,problem_text,skill_name,choiceA,choiceB,choiceC,choiceD,answer,"level(0,1,2)(表示三个难度等级"
,"# 蛇形方阵

## 题目描述

给出一个不大于 $9$ 的正整数 $n$，输出 $n\times n$ 
的蛇形方阵。

从左上角填上 $1$ 开始，顺时针方向依次填入数字，如同样例所示。注意每个数字有都会占用 $3$ 个字符，前面使用空格补齐。

## 输入格式

输入一个正整数 $n$，含义如题所述。

## 输出格式

输出符合题目要求的蛇形矩阵。

## 样例 #1

### 样例输入 #1

```
4
```

### 样例输出 #1

```
1  2  3  4
 12 13 14  5
 11 16 15  6
 10  9  8  7
```

## 提示

数据保证，$1 \leq n \leq 9$。",数组,,,,,"import java.util.*;
 
public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        int x = 0, y = 0;
        int[][] arr = new int[n][n];
        int a = 1;//当前过程序号
        arr[0][0] = 1;//设定原点/起始点
        for(int i = 2;i<=n*n;i++){//下面 || 前的条件是为了防止超范围
            if(a == 1 && (y==n-1 || arr[x][y+1] != 0)){
                a++;
            }
            else if(a == 2 && (x==n-1 || arr[x+1][y] != 0)){
                a++;
            }
            else if(a == 3 && (y==0 || arr[x][y-1] != 0)){
                a++;
            }
            else if(a==4 &&(x==0 || arr[x-1][y] != 0)){
                a = 1;
            }
            switch(a){
                case 1: y++;break;
                case 2: x++;break;
                case 3: y--;break;
                case 4: x--;break;
            }
            arr[x][y] = i;
        }
        for(int i = 0;i<n;i++){
            for(int k = 0;k<n;k++){
                System.out.printf(""%3d"",arr[i][k]);
            }
            System.out.println();
        }
    }
}",0
,"# 杨辉三角

## 题目描述

给出 $n(n\le20)$，输出杨辉三角的前 $n$ 行。

如果你不知道什么是杨辉三角，可以观察样例找找规律。

## 输入格式

## 输出格式

## 样例 #1

### 样例输入 #1

```
6
```

### 样例输出 #1

```
1
1 1
1 2 1
1 3 3 1
1 4 6 4 1
1 5 10 10 5 1
```",数组,,,,,"import java.util.*;
 
public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        int[][] arr = new int[n][n];
        arr[0][0] = 1;
        for(int i = 1;i<n;i++){
            for(int  k = 0;k<=i;k++){
                if(k==i || k==0)
                    arr[i][k] = 1;
                else{
                    arr[i][k] = arr[i-1][k-1]+arr[i-1][k];
                }
            }
        }
        for(int i = 0;i<n;i++){
            for(int  k = 0;k<=i;k++){
                System.out.printf(""%d "",arr[i][k]);
            }
            System.out.println();
        }
    }
}",0
,"# 【Mc生存】插火把

## 题目描述

话说有一天 linyorson 在“我的世界”开了一个 $n \times n$ 的方阵，现在他有 $m$ 个火把和 $k$ 个萤石，分别放在 $(x_1, y_1) \sim (x_m, y_m)$ 和 $(o_1, p_1) \sim (o_k, p_k)$ 的位置，没有光并且没放东西的地方会生成怪物。请问在这个方阵中有几个点会生成怪物？

P.S. 火把的照亮范围是：

```
    |暗|暗| 光 |暗|暗|
    |暗|光| 光 |光|暗|
    |光|光|火把|光|光|
    |暗|光| 光 |光|暗|
    |暗|暗| 光 |暗|暗|
```

萤石：

```
    |光|光| 光 |光|光|
    |光|光| 光 |光|光|
    |光|光|萤石|光|光|
    |光|光| 光 |光|光|
    |光|光| 光 |光|光|
```

## 输入格式

输入共 $m + k + 1$ 行。  
第一行为 $n, m, k$。  
第 $2$ 到第 $m + 1$ 行分别是火把的位置 $x_i, y_i$。  
第 $m + 2$ 到第 $m + k + 1$ 行分别是萤石的位置 $o_i, p_i$。

注：可能没有萤石，但一定有火把。

## 输出格式

有几个点会生出怪物。

## 样例 #1

### 样例输入 #1

```
5 1 0
3 3
```

### 样例输出 #1

```
12
```

## 提示

数据保证，$1 \le n \le 100$，$1 \leq m+k \leq 25$，$1 \leq m \leq 25$，$0 \leq k \leq 5$。","数组,模拟",,,,,"import java.util.*;
 
public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        int m = sc.nextInt();
        int k = sc.nextInt();
        int ans = 0;
        boolean[][] arr = new boolean[n][n];
        for(int i = 0;i<m;i++){
            int x = sc.nextInt() - 1;
            int y = sc.nextInt() - 1 ;
            for(int a = x-1;a<=x+1;a++){
                for(int b = y-1;b<=y+1;b++){
                    try{
                        arr[a][b] = true;
                    }catch (Exception e){}
                }
            }
            try{arr[x-2][y] = true;}catch (Exception e){}
            try{arr[x][y-2] = true;}catch (Exception e){}
            try{arr[x][y+2] = true;}catch (Exception e){}
            try{arr[x+2][y] = true;}catch (Exception e){}
        }
        for(int i = 0;i<k;i++){
            int x = sc.nextInt() - 1 ;
            int y = sc.nextInt() - 1;
            for(int a = x-2;a<=x+2;a++){
                for(int b = y-2;b<=y+2;b++){
                    try{
                        arr[a][b] = true;
                    }catch (Exception e){}
                }
            }
        }
        for(int i = 0;i<n;i++){
            for(int j = 0;j<n;j++){
                if(!arr[i][j])
                    ans++;
            }
        }
        System.out.println(ans);
    }
}",0
,"# 压缩技术

## 题目描述

设某汉字由 $N \times N$ 的 $\texttt 0$ 和 $\texttt 1$ 的点阵图案组成。

我们依照以下规则生成压缩码。连续一组数值：从汉字点阵图案的第一行第一个符号开始计算，按书写顺序从左到右，由上至下。第一个数表示连续有几个 $\texttt 0$，第二个数表示接下来连续有几个 $\texttt 1$，第三个数再接下来连续有几个 $\texttt 0$，第四个数接着连续几个 $\texttt 1$，以此类推……

例如: 以下汉字点阵图案：

```
0001000
0001000
0001111
0001000
0001000
0001000
1111111
```

对应的压缩码是： $\texttt {7 3 1 6 1 6 4 3 1 6 1 6 1 3 7}$ （第一个数是 $N$ ,其余各位表示交替表示0和1 的个数，压缩码保证 $N \times N=$ 交替的各位数之和）

## 输入格式

数据输入一行，由空格隔开的若干个整数，表示压缩码。

其中，压缩码的第一个数字就是 $N$，表示这个点阵应当是 $N\times N$ 的大小。

接下来的若干个数字，含义如题目描述所述。

## 输出格式

输出一个 $N\times N$ 的 01 矩阵，表示最后的汉字点阵图（点阵符号之间不留空格）。

## 样例 #1

### 样例输入 #1

```
7 3 1 6 1 6 4 3 1 6 1 6 1 3 7
```

### 样例输出 #1

```
0001000
0001000
0001111
0001000
0001000
0001000
1111111
```

## 提示

## 样例解释

![](https://cdn.luogu.com.cn/upload/image_hosting/rsx9qytk.png)

## 数据范围

数据保证，$3\leq N\leq 200$。","数组,模拟,枚举",,,,,"import java.util.*;
 
public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        boolean check = true;
        int num = 0;
        int sum = 0;
        while (sum != n*n){
            int b = sc.nextInt();
            sum +=b;
            for(int c =0;c<b;c++){
                if(check)
                    System.out.print(0);
                else
                    System.out.print(1);
                num++;
                if(num == n) {
                    System.out.println();
                    num = 0;
                }
            }
            check = !check;
        }
    }
}",0
,"# 压缩技术（续集版）

## 题目描述

设某汉字由 $N \times N$ 的 $\texttt 0$ 和 $\texttt 1$ 的点阵图案组成。

我们依照以下规则生成压缩码。连续一组数值：从汉字点阵图案的第一行第一个符号开始计算，按书写顺序从左到右，由上至下。第一个数表示连续有几个 $\texttt 0$，第二个数表示接下来连续有几个 $\texttt 1$，第三个数再接下来连续有几个 $\texttt 0$，第四个数接着连续几个 $\texttt 1$，以此类推……

例如: 以下汉字点阵图案：

```
0001000
0001000
0001111
0001000
0001000
0001000
1111111
```

对应的压缩码是： $\texttt {7 3 1 6 1 6 4 3 1 6 1 6 1 3 7}$ （第一个数是 $N$ ,其余各位表示交替表示0和1 的个数，压缩码保证 $N \times N=$ 交替的各位数之和）

## 输入格式

汉字点阵图（点阵符号之间不留空格）。

## 输出格式

输出一行，压缩码。

## 样例 #1

### 样例输入 #1

```
0001000
0001000
0001111
0001000
0001000
0001000
1111111
```

### 样例输出 #1

```
7 3 1 6 1 6 4 3 1 6 1 6 1 3 7
```

## 提示

数据保证，$3\leq N\leq 200$。","数组,模拟,字符串",,,,,"import java.util.*;
 
public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        String a;
        int n = 200,num = 0;
        int x = 0,y = 0;
        ArrayList b = new ArrayList();
       while(num != n) {
           a = sc.nextLine();
           n = a.length();
            for (int i = 0; i < n; i++) {
                int c = a.charAt(i) - '0';
                if (c == 0) {
                    x++;
                    if (y != 0) {
                        b.add(y);
                        y = 0;
                    }
                }
                else {
                    y++;
                    if (x != 0 || (num+i) ==0) {
                        b.add(x);
                        x = 0;
                    }
                }
            }
            num++;
        }
        System.out.printf(""%d "",n);
        b.add(x==0?y:x);
        for(int i = 0;i<b.size();i++){
            System.out.printf(""%d "",b.get(i));
        }
    }
}",0
,"# 方块转换 Transformations

## 题目描述

一块 $n \times n$ 正方形的黑白瓦片的图案要被转换成新的正方形图案。写一个程序来找出将原始图案按照以下列转换方法转换成新图案的最小方式：

- 转 $90\degree$：图案按顺时针转 $90\degree$。

- 转 $180\degree$：图案按顺时针转 $180\degree$。

- 转 $270\degree$：图案按顺时针转 $270\degree$。

- 反射：图案在水平方向翻转（以中央铅垂线为中心形成原图案的镜像）。

- 组合：图案在水平方向翻转，然后再按照 $1 \sim 3$ 之间的一种再次转换。

- 不改变：原图案不改变。

- 无效转换：无法用以上方法得到新图案。

如果有多种可用的转换方法，请选择序号最小的那个。

只使用上述 $7$ 个中的一个步骤来完成这次转换。

## 输入格式

第一行一个正整数 $n$。   

然后 $n$ 行，每行 $n$ 个字符，全部为 `@` 或 `-`，表示初始的正方形。

接下来 $n$ 行，每行 $n$ 个字符，全部为 `@` 或 `-`，表示最终的正方形。

## 输出格式

单独的一行包括 $1 \sim 7$ 之间的一个数字（在上文已描述）表明需要将转换前的正方形变为转换后的正方形的转换方法。

## 样例 #1

### 样例输入 #1

```
3
@-@
---
@@-
@-@
@--
--@
```

### 样例输出 #1

```
1
```

## 提示

【数据范围】  
对于 $100\%$ 的数据，$1\le n \le 10$。

题目翻译来自 NOCOW。

USACO Training Section 1.2","数组,模拟",,,,,"import java.util.*;
 
public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        int x = 0 ,x1 = 0,ans = 7;
        boolean b1 = true;
        char[][] a = new char[n][n];
        char[][] a1 = new char[n][n];
        for(int i = 0;i<n;i++){
            String b = sc.next();
            for(int k = 0;k<n;k++) {
                a[i][k] = b.charAt(k);
                if(a[i][k] == '@')
                    x++;
            }
        }
        for(int i = 0;i<n;i++){
            String b = sc.next();
            for(int k = 0;k<n;k++) {
                a1[i][k] = b.charAt(k);
                if(a[i][k] != a1[i][k])
                    b1 = false;
                if(a1[i][k] == '@')
                    x1++;
            }
        }
        if(x != x1)
            System.out.println(7);
        else{
            ans = f1(a,a1) == 0?f2(a,a1):f1(a,a1);
            if(ans == 0 && !b1)
                System.out.println(7);
            else
                System.out.println(ans == 0?6:ans);
        }
    }
    private static int f1(char[][] a, char[][] b){
        int n = a[0].length;
        boolean b1 = true,b2 = true,b3 = true;
        char[][] c1 = new char[n][n];
        char[][] c2 = new char[n][n];
        char[][] c3 = new char[n][n];
        for(int i = 0;i<n;i++){
            for(int k = 0;k<n;k++){
                if(b1)
                    c1[i][k] = a[n-k-1][i];
                if(b2)
                    c2[i][k] = a[n-i-1][n-k-1];
                if(b3)
                    c3[i][k] = a[k][n-i-1];
                if(c1[i][k] != b[i][k])
                    b1 = false;
                if(c2[i][k] != b[i][k])
                    b2 = false;
                if(c3[i][k] != b[i][k])
                    b3 = false;
                if(!b1 && !b2 && !b3)
                    break;
            }
        }
        if(b1)
            return 1;
        else if(b2)
            return 2;
        else if(b3)
            return 3;
        else
            return 0;
    }
    private static int f2(char[][] a, char[][] b){
        int n = a[0].length;
        boolean d = true;
        char[][] c = new char[n][n];
        for(int i = 0;i<n;i++){
            for(int k = 0;k<n;k++){
                c[i][k] = a[i][n-k-1];
                if(c[i][k] != b[i][k])
                    d = false;
            }
        }
        if(d)
            return 4;
        else{
            if(f1(c,b) == 0)
                return 0;
            else
                return 5;
        }
    }
}",1
,"# 找最小值

## 题目描述

给出 $n$ 和 $n$ 个整数 $a_i$，求这 $n$ 个整数中最小值是什么。

## 输入格式

第一行输入一个正整数 $n$，表示数字个数。

第二行输入 $n$ 个非负整数，表示 $a_1,a_2 \dots a_n$，以空格隔开。

## 输出格式

输出一个非负整数，表示这 $n$ 个非负整数中的最小值。

## 样例 #1

### 样例输入 #1

```
8
1 9 2 6 0 8 1 7
```

### 样例输出 #1

```
0
```

## 提示

数据保证，$n\le100$ 且 $0\le a_i \le 1000$。",循环结构,,,,,"import java.math.MathContext;
import java.util.Scanner;
 
public class Main {
 public static void main(String[] args) {
  Scanner sc = new Scanner(System.in);
  int a,b = 1000;
  int n = sc.nextInt();
  for(int i = 0;i<n;i++) {
   a = sc.nextInt();
   b= b<a?b:a;
  }
  System.out.println(b);
 }
}",0
,"# 分类平均

## 题目描述

给定 $n$ 和 $k$，将从 1 到 $n$ 之间的所有正整数可以分为两类：A 类数可以被 $k$ 整除（也就是说是 $k$ 的倍数），而 B 类数不能。请输出这两类数的平均数，精确到小数点后 $1$ 位，用空格隔开。

数据保证两类数的个数都不会是 $0$。

## 输入格式

输入两个正整数 $n$ 与 $k$。

## 输出格式

输出一行，两个实数，分别表示 A 类数与 B 类数的平均数。精确到小数点后一位。

## 样例 #1

### 样例输入 #1

```
100 16
```

### 样例输出 #1

```
56.0 50.1
```

## 提示

数据保证，$1 \leq n\leq 10000$，$1 \leq k \leq 100$。",循环结构,,,,,"import java.math.MathContext;
import java.util.Scanner;
 
public class Main {
 public static void main(String[] args) {
  Scanner sc = new Scanner(System.in);
  int n = sc.nextInt();
  int k = sc.nextInt();
  double a = 0 ,b = 0;
  int n1 = 0, n2 = 0;
  for(int i = 1;i<=n;i++) {
   if(i%k == 0) {
    a += i;
    n1++;
   }
   else {
    b += i;
    n2++;
   }
  }
  System.out.printf(""%.1f %.1f"",a/n1,b/n2);
 }
}",0
,"# 一尺之棰

## 题目描述

《庄子》中说到，“一尺之棰，日取其半，万世不竭”。第一天有一根长度为 $a$ 的木棍，从第二天开始，每天都要将这根木棍锯掉一半（每次除 $2$，向下取整）。第几天的时候木棍的长度会变为 $1$？

## 输入格式

输入一个正整数 $a$，表示木棍长度。

## 输出格式

输出一个正整数，表示要第几天的时候木棍长度会变为 $1$。

## 样例 #1

### 样例输入 #1

```
100
```

### 样例输出 #1

```
7
```

## 提示

数据保证，$1 \le a\le 10^9$。",循环结构,,,,,"import java.math.MathContext;
import java.util.Scanner;
 
public class Main {
 public static void main(String[] args) {
  Scanner sc = new Scanner(System.in);
  int n = sc.nextInt();
  int k = sc.nextInt();
  double a = 0 ,b = 0;
  int n1 = 0, n2 = 0;
  for(int i = 1;i<=n;i++) {
   if(i%k == 0) {
    a += i;
    n1++;
   }
   else {
    b += i;
    n2++;
   }
  }
  System.out.printf(""%.1f %.1f"",a/n1,b/n2);
 }
}",0
,"# 数字直角三角形

## 题目描述

给出 $n$，请输出一个直角边长度是 $n$ 的数字直角三角形。所有数字都是 $2$ 位组成的，如果没有 $2$ 位则加上前导 $0$。

## 输入格式

输入一个正整数 $n$。

## 输出格式

输出如题目要求的数字直角三角形。

## 样例 #1

### 样例输入 #1

```
5
```

### 样例输出 #1

```
0102030405
06070809
101112
1314
15
```

## 提示

数据保证，$1\le n\le13$。",循环结构,,,,,"import java.math.MathContext;
import java.util.Scanner;
 
public class Main {
 public static void main(String[] args) {
  Scanner sc = new Scanner(System.in);
  int n = sc.nextInt();
  int b = 1;
  for(int i = n;i>=1;i--) {
   for(int a = 1;a<=i;a++) {
    System.out.printf(""%02d"",b);
    b++;
   }
   System.out.println();
  }
 }
}",0
,"# 阶乘之和

## 题目描述

用高精度计算出 $S = 1! + 2! + 3! + \cdots + n!$（$n \le 50$）。

其中 `!` 表示阶乘，定义为 $n!=n\times (n-1)\times (n-2)\times \cdots \times 1$。例如，$5! = 5 \times 4 \times 3 \times 2 \times 1=120$。

## 输入格式

一个正整数 $n$。

## 输出格式

一个正整数 $S$，表示计算结果。

## 样例 #1

### 样例输入 #1

```
3
```

### 样例输出 #1

```
9
```

## 提示

**【数据范围】**

对于 $100 \%$ 的数据，$1 \le n \le 50$。

**【其他说明】**

注，《深入浅出基础篇》中使用本题作为例题，但是其数据范围只有 $n \le 20$，使用书中的代码无法通过本题。

如果希望通过本题，请继续学习第八章高精度的知识。

NOIP1998 普及组 第二题",循环结构,,,,,"import java.math.BigInteger;
import java.util.Scanner;
 
public class Main {
 public static void main(String[] args) {
  Scanner sc = new Scanner(System.in);
  int n = sc.nextInt();
  BigInteger a = new BigInteger(""0"");
  BigInteger c = BigInteger.valueOf(1);
  for(int i =1;i<=n;i++) {
   for(int b = i;b<=i;b++) {
    c = c.multiply(BigInteger.valueOf(b));
   }
  a = a.add(c);
  }
  if(n==0)
   System.out.println(0);
  else
   System.out.println(a);
 }
}",1
,"# 计数问题

## 题目背景

NOIP2013 普及组 T1

## 题目描述

试计算在区间 $1$ 到 $n$ 的所有整数中，数字 $x$（$0\le x\le9$）共出现了多少次？例如，在 $1$ 到 $11$ 中，即在 $1,2,3,4,5,6,7,8,9,10,11$ 中，数字 $1$ 出现了 $4$ 次。

## 输入格式

$2$ 个整数 $n,x$，之间用一个空格隔开。

## 输出格式

$1$ 个整数，表示 $x$ 出现的次数。

## 样例 #1

### 样例输入 #1

```
11 1
```

### 样例输出 #1

```
4
```

## 提示

对于 $100\%$ 的数据，$1\le n\le 10^6$，$0\le x \le 9$。","循环结构,模拟,字符串",,,,,"import java.util.Scanner;
 
public class Main {
 public static void main(String[] args) {
  Scanner sc = new Scanner(System.in);
  int n = sc.nextInt();
  int d = 0;
  char b = sc.next().charAt(0);
  int a = 0;
  for(int i = 1;i<=n;i++) {
   String e = String.valueOf(i);
   String c = e.replaceAll(b+"""","""");
   int a1 = e.length() - c.length();
   d += a1;
  }
  System.out.println(d);
 }
}",0
,"# 级数求和

## 题目描述

已知：$S_n= 1+\dfrac{1}{2}+\dfrac{1}{3}+…+\dfrac{1}{n}$。显然对于任意一个整数 $k$，当 $n$ 足够大的时候，$S_n>k$。

现给出一个整数 $k$，要求计算出一个最小的 $n$，使得 $S_n>k$。

## 输入格式

一个正整数 $k$。

## 输出格式

一个正整数 $n$。

## 样例 #1

### 样例输入 #1

```
1
```

### 样例输出 #1

```
2
```

## 提示

**【数据范围】**

对于 $100\%$ 的数据，$1\le k \le 15$。

**【题目来源】**

NOIP 2002 普及组第一题",循环结构,,,,,"import java.util.Scanner;
 
public class Main {
        public static void main(String[] args) {
            Scanner sc = new Scanner(System.in);
            int k = sc.nextInt();
            double sum = 0;
            for(int i = 1;;i++){
                sum += 1.0/i;
                if(k<sum) {
                    k = i;
                    break;
                }
            }
            System.out.println(k);
        }
    }",0
,"# 金币

## 题目背景

NOIP2015 普及组 T1

## 题目描述

国王将金币作为工资，发放给忠诚的骑士。第一天，骑士收到一枚金币；之后两天（第二天和第三天），每天收到两枚金币；之后三天（第四、五、六天），每天收到三枚金币；之后四天（第七、八、九、十天），每天收到四枚金币……；这种工资发放模式会一直这样延续下去：当连续 $n$ 天每天收到 $n$ 枚金币后，骑士会在之后的连续 $n+1$ 天里，每天收到 $n+1$ 枚金币。

请计算在前 $k$ 天里，骑士一共获得了多少金币。

## 输入格式

一个正整数 $k$，表示发放金币的天数。

## 输出格式

一个正整数，即骑士收到的金币数。

## 样例 #1

### 样例输入 #1

```
6
```

### 样例输出 #1

```
14
```

## 样例 #2

### 样例输入 #2

```
1000
```

### 样例输出 #2

```
29820
```

## 提示

**【样例 1 说明】**

骑士第一天收到一枚金币；第二天和第三天，每天收到两枚金币；第四、五、六天，每天收到三枚金币。因此一共收到 $1+2+2+3+3+3=14$ 枚金币。


对于 $100\%$ 的数据，$1\le k\le 10^4$。","循环结构,模拟",,,,,"import java.util.Scanner;
 
public class Main {
        public static void main(String[] args) {
            Scanner sc = new Scanner(System.in);
            int m = 1;
            int sum = 0;
            int i = 0;
            int k = sc.nextInt();
            for(;;){
                for(int l = 1;l<=m;l++){
                    sum += m;
                    i++;
                    if(l == m){
                        m++;
                        break;
                    }
                    if(i == k)
                        break;
                }
                if(i == k)
                    break;
            }
            System.out.println(sum);
        }
    }",0
,"# 数列求和

## 题目描述

计算 $1+2+3+\cdots+(n-1)+n$ 的值，其中正整数 $n$ 不大于 100。由于你没有高斯聪明，所以你不被允许使用等差数列求和公式直接求出答案。

## 输入格式

输入一个正整数 $n$。

## 输出格式

输出一个正整数，表示最后求和的答案。

## 样例 #1

### 样例输入 #1

```
100
```

### 样例输出 #1

```
5050
```

## 提示

数据保证，$1 \leq n \leq 100$。",循环结构,,,,,"import java.util.Scanner;
 
public class Main {
        public static void main(String[] args) {
            Scanner sc = new Scanner(System.in);
            int sum = 0;
            int a = sc.nextInt();
            for(int i = 0;i<=a;i++){
                sum+=i;
            }
            System.out.println(sum);
        }
    }",0
,"# 质数口袋

## 题目描述

小 A 有一个质数口袋，里面可以装各个质数。他从 $2$ 开始，依次判断各个自然数是不是质数，如果是质数就会把这个数字装入口袋。

口袋的负载量就是口袋里的所有数字之和。

但是口袋的承重量有限，装的质数的和不能超过 $L$。给出 $L$，请问口袋里能装下几个质数？将这些质数从小往大输出，然后输出最多能装下的质数的个数，数字之间用换行隔开。

## 输入格式

一行一个正整数 $L$。

## 输出格式

将这些质数从小往大输出，然后输出最多能装下的质数个数，所有数字之间有一空行。

## 样例 #1

### 样例输入 #1

```
100
```

### 样例输出 #1

```
2
3
5
7
11
13
17
19
23
9
```

## 样例 #2

### 样例输入 #2

```
5
```

### 样例输出 #2

```
2
3
2
```

## 样例 #3

### 样例输入 #3

```
11
```

### 样例输出 #3

```
2
3
5
3
```

## 提示

数据保证，$1 \le L \le {10}^5$。","[""循环结构"",""质数""]",,,,,"import java.util.Scanner;
 
public class Main {
        public static void main(String[] args) {
            Scanner sc = new Scanner(System.in);
            int k = sc.nextInt();
            int sum = 0;
            int n = 0;
            for(int m = 2;;m++){
                if(b(m)){
                    sum+=m;
                    if(sum>k)
                        break;
                    n++;
                    System.out.println(m);
                }
            }
            System.out.println(n);
        }
        static boolean b(int q){
            for(int a = 2;a<=Math.sqrt(q);a++){
                if(q%a == 0)
                    return false;
            }
            return true;
        }
    }",1
,"# 回文质数 Prime Palindromes

## 题目描述

因为 $151$ 既是一个质数又是一个回文数（从左到右和从右到左是看一样的），所以 $151$ 是回文质数。

写一个程序来找出范围 $[a,b] (5 \le a < b \le 100,000,000)$（一亿）间的所有回文质数。

## 输入格式

第一行输入两个正整数 $a$ 和 $b$。

## 输出格式

输出一个回文质数的列表，一行一个。

## 样例 #1

### 样例输入 #1

```
5 500
```

### 样例输出 #1

```
5
7
11
101
131
151
181
191
313
353
373
383
```

## 提示

Hint 1: Generate the palindromes and see if they are prime.

提示 1: 找出所有的回文数再判断它们是不是质数（素数）.


Hint 2: Generate palindromes by combining digits properly. You might need more than one of the loops like below.

提示 2: 要产生正确的回文数，你可能需要几个像下面这样的循环。


题目翻译来自NOCOW。

USACO Training Section 1.5


产生长度为 $5$ 的回文数：

```cpp
for (d1 = 1; d1 <= 9; d1+=2) {    // 只有奇数才会是素数
     for (d2 = 0; d2 <= 9; d2++) {
         for (d3 = 0; d3 <= 9; d3++) {
           palindrome = 10000*d1 + 1000*d2 +100*d3 + 10*d2 + d1;//(处理回文数...)
         }
     }
 }

```","循环结构,质数",,,,,"import java.util.Scanner;
 
public class Main {
        public static void main(String[] args) {
            Scanner sc = new Scanner(System.in);
            int a = sc.nextInt();
            int b = sc.nextInt();
            int pa = 0;
            String sb = String.valueOf(b);
            int bl = sb.length();
            for(int i = 1;i<=bl;i++) {
                switch (i) {
                    case 1:
                        //质数一定不是二的倍数，简化掉以2的倍数结尾的数
                        for (int a1 = 1; a1 <= 9; a1 += 2) {
                            pa = a1;
                            if (pa >= a && pa <= b && zhishu(pa))
                                System.out.println(pa);
                        }
                        break;
                    case 2:
                        for (int a1 = 1; a1 <= 9; a1 += 2) {
                            pa = a1 * 10 + a1;
                            if (pa >= a && pa <= b && zhishu(pa))
                                System.out.println(pa);
                        }
                        break;
                    case 3:
                        for (int a1 = 1; a1 <= 9; a1 += 2) {
                            for (int b1 = 0; b1 <= 9; b1++) {
                                pa = a1 * 100 + b1 * 10 + a1;
                                if (pa >= a && pa <= b && zhishu(pa))
                                    System.out.println(pa);
                            }
                        }
                        break;
//                    case 4:
//                        for (int a1 = 1; a1 <= 9; a1 += 2) {
//                            for (int b1 = 0; b1 <= 9; b1++) {
//                                pa = a1 * 1000 + b1 * 100 + b1 * 10 + a1;
//                                if (pa >= a && pa <= b && zhishu(pa))
//                                    System.out.println(pa);
//                            }
//                        }
//                        break;
                    //偶数次回文数没有质数，除11外
                    case 5:
                        for (int a1 = 1; a1 <= 9; a1 += 2) {
                            for (int b1 = 0; b1 <= 9; b1++) {
                                for (int c1 = 0; c1 <= 9; c1++) {
                                    pa = a1 * 10000 + b1 * 1000 + c1 * 100 + b1 * 10 + a1;
                                    if (pa >= a && pa <= b && zhishu(pa))
                                        System.out.println(pa);
                                }
                            }
                        }
                        break;
                    case 6:
                        for (int a1 = 1; a1 <= 9; a1 += 2) {
                            for (int b1 = 0; b1 <= 9; b1++) {
                                for (int c1 = 0; c1 <= 9; c1++) {
                                    pa = a1 * 100000 + b1 * 10000 + c1 * 1000 + c1*100+ b1 * 10 + a1;
                                    if (pa >= a && pa <= b && zhishu(pa))
                                        System.out.println(pa);
                                }
                            }
                        }
                        break;
                    case 7:
                        for (int a1 = 1; a1 <= 9; a1 += 2) {
                            for (int b1 = 0; b1 <= 9; b1++) {
                                for (int c1 = 0; c1 <= 9; c1++) {
                                    for(int d1 = 0;d1<=9;d1++) {
                                        pa = a1 * 1000000 + b1 * 100000 + c1 * 10000+ d1*1000+ c1 * 100 + b1 * 10 + a1;
                                        if (pa >= a && pa <= b && zhishu(pa))
                                            System.out.println(pa);
                                    }
                                }
                            }
                        }
                        break;
                    case 8:
                        for (int a1 = 1; a1 <= 9; a1 += 2) {
                            for (int b1 = 0; b1 <= 9; b1++) {
                                for (int c1 = 0; c1 <= 9; c1++) {
                                    for(int d1 = 0;d1<=9;d1++) {
                                        pa = a1 * 10000000 + b1 * 1000000 + c1 * 100000+ d1*10000 +d1*1000+ c1 * 100 + b1 * 10 + a1;
                                        if (pa >= a && pa <= b && zhishu(pa))
                                            System.out.println(pa);
                                    }
                                }
                            }
                        }
                        break;
//                    case 9:
//                        for (int a1 = 1; a1 <= 9; a1 += 2) {
//                            for (int b1 = 0; b1 <= 9; b1++) {
//                                for (int c1 = 0; c1 <= 9; c1++) {
//                                    for(int d1 = 0;d1<=9;d1++) {
//                                        for(int e1 = 0;e1<=9;e1++) {
//                                            pa = a1 * 100000000 + b1 * 10000000 + c1 * 1000000 + d1 * 100000+e1*10000 + d1 * 1000 + c1 * 100 + b1 * 10 + a1;
//                                            if (pa >= a && pa <= b && zhishu(pa))
//                                                System.out.println(pa);
//                                        }
//                                    }
//                                }
//                            }
//                        }
//                        break;
                    //一亿并不是回文数，也不是质数
                }
            }
        }
        static boolean zhishu(int a){
            if(a<5)
                return false;
            for(int b = 2;b <= Math.sqrt(a);b++){
                if( a % b == 0)
                    return false;
            }
            return true;
    }
}",1
